""	source	type	score	phase	gene_id	gene_type	gene_status	gene_name	level	havana_gene	transcript_id	transcript_type	transcript_status	transcript_name	transcript_support_level	tag	havana_transcript	exon_number	exon_id	ont	protein_id	ccdsid	logFC	AveExpr	t	P.Value	adj.P.Val	B	SE
ENST00000506275.1	HAVANA	transcript			ENSG00000213949.8	protein_coding	KNOWN	ITGA1	2	OTTHUMG00000131163.3	ENST00000506275.1	retained_intron	KNOWN	ITGA1-004	1		OTTHUMT00000367727.1						0.287199004458388	0.461857486706566	3.17534433433177	0.00171016956682932	0.0443642429757221	-1.65757367393919	0.0466698312460625
ENST00000296522.10	HAVANA	transcript			ENSG00000164120.13	protein_coding	KNOWN	HPGD	2	OTTHUMG00000160772.7	ENST00000296522.10	protein_coding	KNOWN	HPGD-001	1	CCDS	OTTHUMT00000362228.3				ENSP00000296522.6	CCDS3821.1	-0.844886911125995	-1.1609583912412	-3.17451274855535	0.00171486057566705	0.0444739855017342	-1.41492915309233	0.0518773214276644
ENST00000430281.1	HAVANA	transcript			ENSG00000234688.1	antisense	KNOWN	RP1-293L6.1	1	OTTHUMG00000150584.1	ENST00000430281.1	antisense	KNOWN	RP1-293L6.1-001	2	exp_conf	OTTHUMT00000318974.1						0.313313949548896	-0.73401037063201	3.17434624024703	0.00171580128621723	0.0444864332409824	-1.47310985464147	0.0311318412920939
ENST00000311403.4	HAVANA	transcript			ENSG00000174282.11	protein_coding	KNOWN	ZBTB4	2	OTTHUMG00000108137.4	ENST00000311403.4	protein_coding	KNOWN	ZBTB4-001	1	CCDS	OTTHUMT00000226940.2				ENSP00000307858.4	CCDS11107.1	0.231859323731022	4.7401832207386	3.17418961858547	0.00171668657693764	0.0444974377851375	-2.35036264289333	0.0706148799353022
ENST00000555679.5	HAVANA	transcript			ENSG00000100764.13	protein_coding	KNOWN	PSMC1	2	OTTHUMG00000171019.3	ENST00000555679.5	retained_intron	KNOWN	PSMC1-006	2		OTTHUMT00000411257.1						-0.108406470746163	2.99776869052363	-3.17389947588835	0.00171832770160216	0.0445280227859622	-2.06492780842034	0.046282001389845
ENST00000492098.1	HAVANA	transcript			ENSG00000172888.11	protein_coding	KNOWN	ZNF621	2	OTTHUMG00000131389.4	ENST00000492098.1	retained_intron	KNOWN	ZNF621-004	1		OTTHUMT00000342832.1						-0.787781392409181	-0.986003702255373	-3.1733209088838	0.00172160456856289	0.0446009679401721	-1.44790526799624	0.0852955678920666
ENST00000293829.8	HAVANA	transcript			ENSG00000161958.10	protein_coding	KNOWN	FGF11	2	OTTHUMG00000108136.4	ENST00000293829.8	protein_coding	KNOWN	FGF11-001	1	CCDS	OTTHUMT00000226939.3				ENSP00000293829.4	CCDS11105.1	-0.204689108087615	2.44646096075267	-3.17309468534261	0.00172288741802121	0.0446222295492543	-1.97497281784453	0.0792918024452858
ENST00000460001.5	HAVANA	transcript			ENSG00000119185.12	protein_coding	KNOWN	ITGB1BP1	2	OTTHUMG00000090414.8	ENST00000460001.5	protein_coding	KNOWN	ITGB1BP1-016	3	cds_end_NF	OTTHUMT00000353324.2				ENSP00000417850.1		-0.971449305159134	-1.29120400233282	-3.17287528009924	0.001724132448242	0.0446341782443065	-1.3926379086651	0.116395114593258
ENST00000438032.5	HAVANA	transcript			ENSG00000127483.17	protein_coding	KNOWN	HP1BP3	2	OTTHUMG00000002622.7	ENST00000438032.5	protein_coding	KNOWN	HP1BP3-005	5	cds_end_NF	OTTHUMT00000007461.3				ENSP00000403039.1		-0.17820670647852	3.53278779649399	-3.1728504665856	0.00172427330666014	0.0446341782443065	-2.15715251402468	0.049815410965274
ENST00000359478.6	HAVANA	transcript			ENSG00000197614.10	protein_coding	KNOWN	MFAP5	2	OTTHUMG00000168703.3	ENST00000359478.6	protein_coding	KNOWN	MFAP5-001	1	CCDS	OTTHUMT00000400656.2				ENSP00000352455.2	CCDS8595.1	0.918829949230466	-2.49158417778297	3.17267020076741	0.00172529693823895	0.0446487055949407	-1.32673204637877	0.0941320557524864
ENST00000519160.5	HAVANA	transcript			ENSG00000253301.5	lincRNA	KNOWN	LINC01606	2	OTTHUMG00000164416.1	ENST00000519160.5	lincRNA	KNOWN	LINC01606-005	1	basic	OTTHUMT00000378675.1						0.324873952511269	-1.34915055715893	3.17242347165118	0.00172669889080658	0.0446730130500908	-1.38320821361236	0.105443275165367
ENST00000423536.5	HAVANA	transcript			ENSG00000196756.11	processed_transcript	KNOWN	SNHG17	2	OTTHUMG00000032442.3	ENST00000423536.5	lincRNA	KNOWN	SNHG17-003	2	basic	OTTHUMT00000079163.1						-0.682126993456156	-0.827677641106133	-3.17194605961645	0.00172941461439149	0.044726988839499	-1.46599844366639	0.139144892037796
ENST00000379617.2	HAVANA	transcript			ENSG00000152503.9	protein_coding	KNOWN	TRIM36	2	OTTHUMG00000128892.4	ENST00000379617.2	protein_coding	KNOWN	TRIM36-006	2	CCDS	OTTHUMT00000371019.1				ENSP00000368937.2	CCDS34212.1	-0.43496257871822	-1.69452593341276	-3.17189388843872	0.00172971162589524	0.044726988839499	-1.33470125649734	0.120068774807504
ENST00000409416.5	HAVANA	transcript			ENSG00000142173.14	protein_coding	KNOWN	COL6A2	2	OTTHUMG00000090489.6	ENST00000409416.5	protein_coding	KNOWN	COL6A2-003	5	CCDS	OTTHUMT00000206973.3				ENSP00000387115.1	CCDS13730.1	1.50023547172951	-3.34874023975899	3.171529869105	0.00173178530954746	0.0447686208241085	-1.37924927528807	0.146693770923221
ENST00000423456.5	HAVANA	transcript			ENSG00000214548.14	lincRNA	KNOWN	MEG3	2	OTTHUMG00000029052.8	ENST00000423456.5	lincRNA	KNOWN	MEG3-002	2	basic	OTTHUMT00000072551.2						0.398963874677424	1.14997911294611	3.17114855393203	0.00173395998928521	0.0448128406866819	-1.7821707413135	0.0441908865909218
ENST00000440696.2	HAVANA	transcript			ENSG00000100360.14	protein_coding	KNOWN	IFT27	2	OTTHUMG00000150544.18	ENST00000440696.2	protein_coding	KNOWN	IFT27-003	3	mRNA_end_NF	OTTHUMT00000318836.4				ENSP00000399606.2		-0.296688810579485	-0.868955659515564	-3.17105267415189	0.00173450719918801	0.0448149874526087	-1.46681755502847	0.0653712243698392
ENST00000379719.7	HAVANA	transcript			ENSG00000205339.9	protein_coding	KNOWN	IPO7	2	OTTHUMG00000165753.2	ENST00000379719.7	protein_coding	KNOWN	IPO7-001	1	CCDS	OTTHUMT00000386022.1				ENSP00000369042.3	CCDS31425.1	-0.0525216085097264	7.01183142497099	-3.17089169920766	0.00173542628303574	0.0448267387191633	-2.7453077813836	0.123083322428562
ENST00000348657.6	HAVANA	transcript			ENSG00000100227.17	protein_coding	KNOWN	POLDIP3	2	OTTHUMG00000150887.3	ENST00000348657.6	protein_coding	KNOWN	POLDIP3-002	1	CCDS	OTTHUMT00000320434.1				ENSP00000252116.5	CCDS14039.1	-0.838688675475829	1.46820646896338	-3.17066850775447	0.0017367013369769	0.0448464647953619	-1.83342718184745	0.105262532961655
ENST00000362032.6	HAVANA	transcript			ENSG00000198829.6	protein_coding	KNOWN	SUCNR1	2	OTTHUMG00000159880.3	ENST00000362032.6	protein_coding	KNOWN	SUCNR1-001	1	CCDS	OTTHUMT00000357897.3				ENSP00000355156.4	CCDS3162.1	-0.462683917606817	-0.505481817878229	-3.17059544841228	0.00173711890066339	0.0448464647953619	-1.52490928585311	0.118668615004327
ENST00000268489.9	HAVANA	transcript			ENSG00000140836.14	protein_coding	KNOWN	ZFHX3	2	OTTHUMG00000137599.3	ENST00000268489.9	protein_coding	KNOWN	ZFHX3-001	1	CCDS	OTTHUMT00000269008.1				ENSP00000268489.5	CCDS10908.1	0.101722236418359	5.25785440538142	3.17040861599822	0.00173818714625837	0.0448620480405857	-2.44227429211088	0.254394982762226
ENST00000329257.8	ENSEMBL	transcript			ENSG00000185046.18	protein_coding	KNOWN	ANKS1B	3	OTTHUMG00000170308.8	ENST00000329257.8	protein_coding	KNOWN	ANKS1B-201	5	basic					ENSP00000331381.8		-0.18292406372497	2.89195242653988	-3.16983491608919	0.00174147117354527	0.0449240947113447	-2.05869018626821	0.0800550866415516
ENST00000567737.1	HAVANA	transcript			ENSG00000157106.16	protein_coding	KNOWN	SMG1	2	OTTHUMG00000166900.7	ENST00000567737.1	processed_transcript	KNOWN	SMG1-014	3	mRNA_end_NF	OTTHUMT00000435804.1						-0.147529046501452	1.83280432611779	-3.16975828577139	0.00174191026265292	0.0449240947113447	-1.88128785238802	0.149354939754315
ENST00000480004.1	HAVANA	transcript			ENSG00000135773.12	protein_coding	KNOWN	CAPN9	2	OTTHUMG00000037779.1	ENST00000480004.1	processed_transcript	KNOWN	CAPN9-003	2		OTTHUMT00000092181.1						0.651800561828197	-1.33827211521506	3.16974489929377	0.00174198697722802	0.0449240947113447	-1.3923887380717	0.0831644590815735
ENST00000473314.6	HAVANA	transcript			ENSG00000117616.17	protein_coding	KNOWN	RSRP1	2	OTTHUMG00000043611.6	ENST00000473314.6	nonsense_mediated_decay	KNOWN	RSRP1-002	2		OTTHUMT00000101967.2				ENSP00000457582.1		-0.200390597808015	2.36657834644182	-3.16961826202855	0.00174271285867223	0.0449308137132813	-1.96648102776151	0.356498422388201
ENST00000590488.1	HAVANA	transcript			ENSG00000101638.13	protein_coding	KNOWN	ST8SIA5	2	OTTHUMG00000132643.4	ENST00000590488.1	nonsense_mediated_decay	KNOWN	ST8SIA5-007	3		OTTHUMT00000445652.1				ENSP00000466787.1		-0.389629416465523	-2.1021131490447	-3.16951080829677	0.00174332900019821	0.0449330749582999	-1.3156389043039	0.12334871594001
ENST00000404933.6	HAVANA	transcript			ENSG00000102172.15	protein_coding	KNOWN	SMS	2	OTTHUMG00000021239.3	ENST00000404933.6	protein_coding	KNOWN	SMS-003	1	CCDS	OTTHUMT00000056032.1				ENSP00000385746.2	CCDS14203.1	-0.109915576982778	4.6909097098051	-3.16936626121971	0.00174415815369543	0.0449330749582999	-2.35937661732149	0.090468098324144
ENST00000379704.7	HAVANA	transcript			ENSG00000107262.17	protein_coding	KNOWN	BAG1	2	OTTHUMG00000019766.6	ENST00000379704.7	protein_coding	KNOWN	BAG1-013	1	CCDS	OTTHUMT00000488810.1				ENSP00000369026.2	CCDS55301.1	-0.0872658010959202	4.7146040129393	-3.16935954878215	0.00174419666656698	0.0449330749582999	-2.36520730483128	0.170213919498221
ENST00000372187.9	ENSEMBL	transcript			ENSG00000122378.13	protein_coding	KNOWN	FAM213A	3	OTTHUMG00000018614.3	ENST00000372187.9	protein_coding	KNOWN	FAM213A-201	1	CCDS					ENSP00000361261.5	CCDS7368.1	-0.232693542000072	4.57499429804612	-3.16868067574818	0.00174809579550928	0.0450096576814544	-2.34937757290466	0.126756070075302
ENST00000606627.1	HAVANA	transcript			ENSG00000215022.7	antisense	KNOWN	RP1-257A7.4	2	OTTHUMG00000014271.3	ENST00000606627.1	antisense	KNOWN	RP1-257A7.4-003	4	basic	OTTHUMT00000470266.1						0.24732208252551	-0.794463588334275	3.16860699125467	0.00174851948981932	0.0450096576814544	-1.48165488017297	0.130511003176691
ENST00000515504.1	HAVANA	transcript			ENSG00000249588.1	lincRNA	KNOWN	CTC-537E7.1	2	OTTHUMG00000162331.1	ENST00000515504.1	lincRNA	KNOWN	CTC-537E7.1-001	4	basic	OTTHUMT00000368580.1						0.423671903728951	-2.13671023734234	3.16848856520908	0.00174920065237278	0.0450096576814544	-1.32070441749818	0.0855499897490884
ENST00000609678.1	HAVANA	transcript			ENSG00000272824.1	lincRNA	KNOWN	RP6-74O6.6	2	OTTHUMG00000186413.1	ENST00000609678.1	lincRNA	KNOWN	RP6-74O6.6-001	NA	basic	OTTHUMT00000473113.1						-0.557113249547841	-1.66940118280195	-3.16843687636085	0.00174949803312279	0.0450096576814544	-1.34612443260823	0.0244101530052445
ENST00000491895.6	HAVANA	transcript			ENSG00000131979.18	protein_coding	KNOWN	GCH1	2	OTTHUMG00000029754.4	ENST00000491895.6	protein_coding	KNOWN	GCH1-002	1	CCDS	OTTHUMT00000276895.3				ENSP00000419045.2	CCDS9720.1	1.87794792536245	-2.29888099706419	3.16843649441582	0.00174950023073615	0.0450096576814544	-1.31868889562049	0.105066498763525
ENST00000273666.10	HAVANA	transcript			ENSG00000145087.12	protein_coding	KNOWN	STXBP5L	2	OTTHUMG00000159426.4	ENST00000273666.10	protein_coding	KNOWN	STXBP5L-001	1	CCDS	OTTHUMT00000355256.3				ENSP00000273666.6	CCDS43137.1	0.141704255635013	6.1834544444157	3.1682147357745	0.00175077660438843	0.0450304966063187	-2.62182373716723	0.0430716170224475
ENST00000506189.1	HAVANA	transcript			ENSG00000047365.11	protein_coding	KNOWN	ARAP2	2	OTTHUMG00000097811.6	ENST00000506189.1	protein_coding	KNOWN	ARAP2-004	3	cds_end_NF	OTTHUMT00000360437.3				ENSP00000422731.1		-0.169649837053427	1.51505623294563	-3.16739637923824	0.00175549427327408	0.0451220898731603	-1.83605223998904	0.298539374651114
ENST00000497685.5	HAVANA	transcript			ENSG00000114638.7	protein_coding	KNOWN	UPK1B	1	OTTHUMG00000159354.3	ENST00000497685.5	protein_coding	KNOWN	UPK1B-002	2	exp_conf	OTTHUMT00000354884.1				ENSP00000418972.1		-0.823549368322613	-2.14431290334863	-3.16737265633001	0.00175563120663785	0.0451220898731603	-1.32414540131493	0.0754890976300044
ENST00000373635.8	ENSEMBL	transcript			ENSG00000173692.12	protein_coding	KNOWN	PSMD1	3	OTTHUMG00000133223.3	ENST00000373635.8	protein_coding	KNOWN	PSMD1-201	5	CCDS					ENSP00000362738.4	CCDS54436.1	-1.42123984794212	-2.45885293139004	-3.16735386051907	0.00175573970683206	0.0451220898731603	-1.32467347931566	0.154273950460015
ENST00000539232.1	HAVANA	transcript			ENSG00000048540.14	protein_coding	KNOWN	LMO3	2	OTTHUMG00000168837.4	ENST00000539232.1	nonsense_mediated_decay	KNOWN	LMO3-028	5		OTTHUMT00000401296.1				ENSP00000438187.1		-0.290109017133173	-0.562319910365067	-3.16702381769302	0.00175764591486355	0.0451570421931791	-1.52159866390703	0.139719619265986
ENST00000334271.7	HAVANA	transcript			ENSG00000152056.16	protein_coding	KNOWN	AP1S3	2	OTTHUMG00000133165.6	ENST00000334271.7	nonsense_mediated_decay	KNOWN	AP1S3-003	2		OTTHUMT00000256869.2				ENSP00000333888.3		0.738735143842027	-0.0966760587811883	3.16692916870923	0.00175819292652479	0.0451570421931791	-1.5891504199849	0.10779848173604
ENST00000458407.1	HAVANA	transcript			ENSG00000230992.3	processed_pseudogene	KNOWN	FAM201B	2	OTTHUMG00000153605.1	ENST00000458407.1	processed_pseudogene	KNOWN	FAM201B-001	NA	basic	OTTHUMT00000331807.1			PGO:0000004			-0.333240563349913	-0.898090973209088	-3.16687556490923	0.00175850279269997	0.0451570421931791	-1.46952654480158	0.0448932743315386
ENST00000469165.6	HAVANA	transcript			ENSG00000182185.18	protein_coding	KNOWN	RAD51B	2	OTTHUMG00000157530.6	ENST00000469165.6	processed_transcript	KNOWN	RAD51B-010	3		OTTHUMT00000349069.2						0.227752628540548	-0.21405530856223	3.16631487707077	0.00176174697818196	0.0452130175322077	-1.57940668325292	0.0563042336054349
ENST00000280699.13	HAVANA	transcript			ENSG00000151092.16	protein_coding	KNOWN	NGLY1	2	OTTHUMG00000155600.5	ENST00000280699.13	nonsense_mediated_decay	KNOWN	NGLY1-005	5	cds_start_NF	OTTHUMT00000340836.2				ENSP00000280699.9		-1.46162057673077	-3.06279240511978	-3.16629922393239	0.00176183762795227	0.0452130175322077	-1.40516834843076	0.0803223160220036
ENST00000545237.1	HAVANA	transcript			ENSG00000033800.13	protein_coding	KNOWN	PIAS1	2	OTTHUMG00000172645.4	ENST00000545237.1	protein_coding	KNOWN	PIAS1-002	2	basic	OTTHUMT00000419717.2				ENSP00000438574.1		-0.146069422434546	3.262304295616	-3.16625610117962	0.00176208738088218	0.0452130175322077	-2.12726979478249	0.113894272562499
ENST00000611275.4	HAVANA	transcript			ENSG00000233396.7	lincRNA	KNOWN	RP11-458D21.1	2	OTTHUMG00000042244.5	ENST00000611275.4	lincRNA	KNOWN	RP11-458D21.1-001	5	basic	OTTHUMT00000100475.3						-0.250765777274836	1.51904950284375	-3.16615951132097	0.00176264691677422	0.0452153587678581	-1.84281103580135	0.10691411458664
ENST00000546726.5	HAVANA	transcript			ENSG00000015153.14	protein_coding	KNOWN	YAF2	2	OTTHUMG00000169380.4	ENST00000546726.5	nonsense_mediated_decay	KNOWN	YAF2-015	3		OTTHUMT00000403790.1				ENSP00000447863.1		-0.173445311168806	1.86098085639759	-3.1659265964975	0.00176399684674712	0.0452379685367388	-1.89400043431588	0.0443429250712077
ENST00000620775.1	HAVANA	transcript			ENSG00000278513.1	unprocessed_pseudogene	KNOWN	RP11-123C21.3	2	OTTHUMG00000187862.1	ENST00000620775.1	unprocessed_pseudogene	KNOWN	RP11-123C21.3-001	NA	basic	OTTHUMT00000475637.1			PGO:0000005			0.358252805390523	-1.90136043587204	3.16560881768163	0.00176584017571679	0.0452666630373267	-1.33527477996474	0.107904396515645
ENST00000445782.2	HAVANA	transcript			ENSG00000173272.14	protein_coding	KNOWN	MZT2A	2	OTTHUMG00000153606.3	ENST00000445782.2	retained_intron	KNOWN	MZT2A-002	2		OTTHUMT00000331812.1						-0.382424139811694	1.10340108984079	-3.1655720794878	0.00176605339666518	0.0452666630373267	-1.77562733437153	0.142489871892677
ENST00000361778.6	ENSEMBL	transcript			ENSG00000165282.13	protein_coding	KNOWN	PIGO	3	OTTHUMG00000019854.3	ENST00000361778.6	protein_coding	KNOWN	PIGO-201	5	CCDS					ENSP00000354678.2	CCDS6576.1	0.197508846024647	2.09047867915099	3.16539185627648	0.00176709972047386	0.0452732562054662	-1.9371075196817	0.0432700307007577
ENST00000382488.2	HAVANA	transcript			ENSG00000205959.3	lincRNA	KNOWN	RP11-689P11.2	2	OTTHUMG00000160092.3	ENST00000382488.2	lincRNA	KNOWN	RP11-689P11.2-001	2	basic	OTTHUMT00000359211.3						0.204760950862093	1.29432036209373	3.16536625399068	0.00176724840647101	0.0452732562054662	-1.80737808238873	0.118681946397542
ENST00000530217.2	HAVANA	transcript			ENSG00000214967.5	protein_coding	KNOWN	NPIPA7	2	OTTHUMG00000166307.2	ENST00000530217.2	protein_coding	KNOWN	NPIPA7-003	5	CCDS	OTTHUMT00000399247.1				ENSP00000431814.2	CCDS61864.1	-0.383729240212436	1.06572372964343	-3.16528275158262	0.00176773342953691	0.0452736693781185	-1.77774373308717	0.118173171562783
ENST00000415793.6	HAVANA	transcript			ENSG00000234773.7	transcribed_unprocessed_pseudogene	KNOWN	CTD-2666L21.1	2	OTTHUMG00000156425.2	ENST00000415793.6	processed_transcript	KNOWN	CTD-2666L21.1-003	1	basic	OTTHUMT00000344138.2						-0.253386721808507	0.423909013877676	-3.16508343082026	0.00176889168067316	0.0452874696651716	-1.67740938356063	0.142771929671576
ENST00000264555.9	HAVANA	transcript			ENSG00000070047.11	protein_coding	KNOWN	PHRF1	2	OTTHUMG00000165141.4	ENST00000264555.9	protein_coding	KNOWN	PHRF1-001	1	CCDS	OTTHUMT00000382133.1				ENSP00000264555.5	CCDS65988.1	0.13142942800108	4.58050266826539	3.164964330111	0.00176958410902141	0.0452874696651716	-2.35211614664031	0.0698574830069347
ENST00000225519.3	HAVANA	transcript			ENSG00000197417.7	protein_coding	KNOWN	SHPK	2	OTTHUMG00000090694.3	ENST00000225519.3	protein_coding	KNOWN	SHPK-001	1	CCDS	OTTHUMT00000207378.3				ENSP00000225519.3	CCDS11030.1	-0.133605946030468	3.44523986844966	-3.16493558719774	0.00176975125229887	0.0452874696651716	-2.16753156142977	0.272702999949859
ENST00000480552.5	HAVANA	transcript			ENSG00000133606.10	protein_coding	KNOWN	MKRN1	2	OTTHUMG00000157412.5	ENST00000480552.5	protein_coding	KNOWN	MKRN1-015	5	basic	OTTHUMT00000348766.1				ENSP00000419894.1		-0.630854363218467	0.466365483650677	-3.16481933866556	0.00177042739966928	0.0452874696651716	-1.70296929241434	0.12498205230999
ENST00000366607.4	HAVANA	transcript			ENSG00000173726.10	protein_coding	KNOWN	TOMM20	2	OTTHUMG00000039619.1	ENST00000366607.4	protein_coding	KNOWN	TOMM20-001	1	CCDS	OTTHUMT00000095551.1				ENSP00000355566.4	CCDS1603.1	0.0744757440705993	7.8559312309006	3.16471542539496	0.00177103200266201	0.0452874696651716	-2.92292099792244	0.0676875837689529
ENST00000425668.1	HAVANA	transcript			ENSG00000225877.1	lincRNA	KNOWN	AC004603.4	1	OTTHUMG00000151551.3	ENST00000425668.1	lincRNA	KNOWN	AC004603.4-001	2	exp_conf	OTTHUMT00000323091.1						-0.329152835330415	1.04728702516122	-3.16470606136488	0.00177108649518081	0.0452874696651716	-1.7745162217759	0.406403994103002
ENST00000536780.6	HAVANA	transcript			ENSG00000255571.7	lincRNA	KNOWN	MIR9-3HG	2	OTTHUMG00000171992.6	ENST00000536780.6	lincRNA	KNOWN	MIR9-3HG-001	3	basic	OTTHUMT00000416278.3						0.122189696023551	3.50496868184866	3.16405799437856	0.0017748615926839	0.0453719847021449	-2.18145955496679	0.259833338696946
ENST00000378586.5	HAVANA	transcript			ENSG00000136146.14	protein_coding	KNOWN	MED4	2	OTTHUMG00000016891.3	ENST00000378586.5	protein_coding	KNOWN	MED4-002	2	CCDS	OTTHUMT00000044864.1				ENSP00000367849.1	CCDS59241.1	-0.191592043544411	2.03135174892437	-3.16353228794992	0.00177792938905248	0.045438378568177	-1.92871342174628	0.0481655265533347
ENST00000619686.1	HAVANA	transcript			ENSG00000277144.1	lincRNA	KNOWN	RP11-59H7.4	2	OTTHUMG00000186912.1	ENST00000619686.1	lincRNA	KNOWN	RP11-59H7.4-001	NA	basic	OTTHUMT00000473999.1						0.227207636338646	0.780993608121327	3.16334228348164	0.00177903938017485	0.0454547150869018	-1.73382895958736	0.0904469209880965
ENST00000566411.1	HAVANA	transcript			ENSG00000259972.2	processed_transcript	KNOWN	AC009120.6	2	OTTHUMG00000176993.3	ENST00000566411.1	antisense	KNOWN	AC009120.6-002	3	basic	OTTHUMT00000434676.1						0.286927473450146	0.00961132635319128	3.16324311842874	0.00177961894927162	0.0454574941872941	-1.62094321466856	0.0512269650429528
ENST00000373115.4	HAVANA	transcript			ENSG00000122863.5	protein_coding	KNOWN	CHST3	2	OTTHUMG00000018431.1	ENST00000373115.4	protein_coding	KNOWN	CHST3-001	1	CCDS	OTTHUMT00000048563.1				ENSP00000362207.4	CCDS7312.1	-0.163998435045382	4.46474633243998	-3.16272441355036	0.00178265336292056	0.0455229602759672	-2.34544377453622	0.0493064329900624
ENST00000566693.1	HAVANA	transcript			ENSG00000174939.10	protein_coding	KNOWN	ASPHD1	2	OTTHUMG00000132121.5	ENST00000566693.1	nonsense_mediated_decay	KNOWN	ASPHD1-003	1	CCDS	OTTHUMT00000435607.2				ENSP00000456801.1	CCDS10660.1	-0.167606777086577	3.3034748241788	-3.16242897184364	0.00178438383089753	0.0455551021704071	-2.15076580496649	0.0321941282059358
