clusterID	N	coord	gene	annotation	FDR	chr	Type	Tissue
clu_137611_+	5	chr14:105466578-105469467	MTA1	annotated	0.00165	chr14	DTU	Hippocampus
clu_3574_-	2	chr22:42580359-42581929	RRP7BP	cryptic	0.00165	chr22	DTU	Hippocampus
clu_130286_+	3	chr2:101006071-101018998	RPL31	annotated	0.00172	chr2	DTU	Hippocampus
clu_39833_-	3	chr9:33113586-33113774	B4GALT1	cryptic	0.00173	chr9	DTU	Hippocampus
clu_48568_-	10	chr2:111344237-111494885	MIR4435-2HG	annotated	0.00178	chr2	DTU	Hippocampus
clu_90429_-	5	chr18:70176842-70188108	RTTN	cryptic	0.0018	chr18	DTU	Hippocampus
clu_63898_+	10	chr22:37023405-37029264	MPST	cryptic	0.0018	chr22	DTU	Hippocampus
clu_50208_-	3	chr2:221572281-221573961	EPHA4	cryptic	0.00188	chr2	DTU	Hippocampus
clu_123532_+	4	chr10:73168163-73174687	FAM149B1	cryptic	0.00189	chr10	DTU	Hippocampus
clu_103294_+	4	chr6:158088772-158092926	SYNJ2	cryptic	0.00189	chr6	DTU	Hippocampus
clu_146053_+	3	chr17:38318735-38322126	MRPL45	annotated	0.00191	chr17	DTU	Hippocampus
clu_103861_+	5	chr4:5809611-5810956	EVC	cryptic	0.00192	chr4	DTU	Hippocampus
clu_119058_-	21	chr1:93264772-93339357	CCDC18-AS1	cryptic	0.00193	chr1	DTU	Hippocampus
clu_56449_+	10	chr1:204828782-204944226	NFASC	cryptic	0.00193	chr1	DTU	Hippocampus
clu_15323_+	3	chr18:2656261-2666870	SMCHD1	cryptic	0.00194	chr18	DTU	Hippocampus
clu_44254_+	7	chr12:98537572-98546359	TMPO	annotated	0.00202	chr12	DTU	Hippocampus
clu_113656_+	3	chr19:21034184-21062606	ZNF430	cryptic	0.00202	chr19	DTU	Hippocampus
clu_25158_-	4	chr5:147000529-147000733	.	annotated	0.00211	chr5	DTU	Hippocampus
clu_14321_-	5	chr8:94404239-94407439	FSBP	cryptic	0.00212	chr8	DTU	Hippocampus
clu_151747_-	9	chr4:9233889-9338909	.	annotated	0.00219	chr4	DTU	Hippocampus
clu_21765_+	2	chr16:53245479-53245601	CHD9	cryptic	0.0022	chr16	DTU	Hippocampus
clu_803_-	3	chrX:54202193-54232809	WNK3	annotated	0.00224	chrX	DTU	Hippocampus
clu_25677_-	9	chr5:177713916-177717163	FAM153A	cryptic	0.00225	chr5	DTU	Hippocampus
clu_133669_-	3	chr6:39578159-39586261	KIF6	cryptic	0.00226	chr6	DTU	Hippocampus
clu_79038_-	2	chr13:101059961-101061968	NALCN	cryptic	0.00229	chr13	DTU	Hippocampus
clu_166477_+	4	chr7:149875645-149879335	ATP6V0E2	annotated	0.00229	chr7	DTU	Hippocampus
clu_74290_+	3	chr9:37768228-37770672	TRMT10B	cryptic	0.00233	chr9	DTU	Hippocampus
clu_62865_-	2	chr19:55200502-55202056	PTPRH	cryptic	0.00237	chr19	DTU	Hippocampus
clu_78029_-	4	chr13:19263726-19264223	.	annotated	0.00238	chr13	DTU	Hippocampus
clu_147540_+	3	chr17:75590681-75591616	MYO15B	cryptic	0.00242	chr17	DTU	Hippocampus
clu_39348_+	2	chr21:45492713-45493173	COL18A1	cryptic	0.00244	chr21	DTU	Hippocampus
clu_19709_-	3	chr3:195320813-195326885	ACAP2	annotated	0.00246	chr3	DTU	Hippocampus
clu_136046_+	12	chr14:41608562-41886606	LRFN5	cryptic	0.00247	chr14	DTU	Hippocampus
clu_20946_+	4	chr16:19647882-19651976	C16orf62	cryptic	0.00253	chr16	DTU	Hippocampus
clu_7004_-	3	chr11:134251308-134252840	THYN1	annotated	0.00262	chr11	DTU	Hippocampus
clu_153132_-	6	chr4:122893225-122917501	NUDT6	cryptic	0.00262	chr4	DTU	Hippocampus
clu_35184_+	3	chr13:113498521-113501752	TMCO3	cryptic	0.00269	chr13	DTU	Hippocampus
clu_18312_-	7	chr3:113266151-113294687	CFAP44	cryptic	0.00269	chr3	DTU	Hippocampus
clu_86897_-	3	chr17:69284072-69285898	ABCA5	annotated	0.0027	chr17	DTU	Hippocampus
clu_130147_+	3	chr2:97158167-97164283	ANKRD36	cryptic	0.0027	chr2	DTU	Hippocampus
clu_100711_+	4	chr6:10707514-10708957	PAK1IP1	cryptic	0.00275	chr6	DTU	Hippocampus
clu_119081_-	3	chr1:94011385-94014543	ABCA4	cryptic	0.00276	chr1	DTU	Hippocampus
clu_25193_-	2	chr5:149044638-149047862	SH3TC2	annotated	0.00278	chr5	DTU	Hippocampus
clu_148048_+	6	chr17:82893632-82903405	TBCD	cryptic	0.0028	chr17	DTU	Hippocampus
clu_46367_-	2	chr2:9492981-9493747	ADAM17	cryptic	0.00288	chr2	DTU	Hippocampus
clu_59439_-	3	chr19:439030-440862	SHC2	cryptic	0.00291	chr19	DTU	Hippocampus
clu_23993_-	2	chr5:69355953-69366503	TAF9	annotated	0.00292	chr5	DTU	Hippocampus
clu_61592_-	2	chr19:36183733-36194233	ZNF565	cryptic	0.00295	chr19	DTU	Hippocampus
clu_8906_-	21	chr15:20462986-20505391	HERC2P3	cryptic	0.00298	chr15	DTU	Hippocampus
clu_8909_-	4	chr15:20457699-20458233	HERC2P3	cryptic	0.00298	chr15	DTU	Hippocampus
clu_86105_-	2	chr17:45113239-45113439	PLCD3	cryptic	0.00304	chr17	DTU	Hippocampus
clu_153367_-	4	chr4:151226086-151325241	SH3D19	annotated	0.00304	chr4	DTU	Hippocampus
clu_119565_-	2	chr1:119987082-119996997	NOTCH2	annotated	0.00307	chr1	DTU	Hippocampus
clu_14797_-	4	chr8:132625454-132637935	LRRC6	cryptic	0.00307	chr8	DTU	Hippocampus
clu_54071_+	7	chr1:121187513-121365293	SRGAP2C	cryptic	0.00308	chr1	DTU	Hippocampus
clu_104563_+	30	chr4:65668430-65874115	EPHA5-AS1	cryptic	0.00309	chr4	DTU	Hippocampus
clu_120825_-	2	chr1:161630388-161631055	FCGR3B	annotated	0.00312	chr1	DTU	Hippocampus
clu_128729_+	2	chr2:27236523-27236749	CAD	annotated	0.00312	chr2	DTU	Hippocampus
clu_40719_-	9	chr9:92856318-92877890	ZNF484	cryptic	0.00312	chr9	DTU	Hippocampus
clu_57830_+	12	chrX:37349395-37406209	PRRG1	cryptic	0.00319	chrX	DTU	Hippocampus
clu_53632_+	3	chr1:103555109-103571557	AMY2B	annotated	0.00324	chr1	DTU	Hippocampus
clu_49837_-	5	chr2:200861466-200871443	CLK1	cryptic	0.00326	chr2	DTU	Hippocampus
clu_85211_-	5	chr17:28575496-28576801	ALDOC	annotated	0.00328	chr17	DTU	Hippocampus
clu_64346_+	10	chr22:42558457-42571121	SERHL2	cryptic	0.00328	chr22	DTU	Hippocampus
clu_125641_+	13	chr15:42276410-42287691	GANC	cryptic	0.00329	chr15	DTU	Hippocampus
clu_18508_-	2	chr3:122496570-122514875	KPNA1	annotated	0.00329	chr3	DTU	Hippocampus
clu_73373_-	5	chr14:95091109-95093888	DICER1	cryptic	0.00337	chr14	DTU	Hippocampus
clu_31097_-	4	chr16:30276167-30277597	SMG1P5	cryptic	0.00338	chr16	DTU	Hippocampus
clu_72059_-	8	chr14:23016635-23035112	PSMB5	annotated	0.00344	chr14	DTU	Hippocampus
clu_116184_+	5	chr19:57634755-57640704	ZNF211	cryptic	0.0035	chr19	DTU	Hippocampus
clu_40112_-	13	chr9:40887666-40904309	.	annotated	0.00351	chr9	DTU	Hippocampus
clu_141865_+	4	chr11:103236539-103243693	DYNC2H1	cryptic	0.00352	chr11	DTU	Hippocampus
clu_78060_-	7	chr13:20229749-20232194	GJB6	cryptic	0.00354	chr13	DTU	Hippocampus
clu_46704_-	4	chr2:27099840-27102097	CGREF1	cryptic	0.00354	chr2	DTU	Hippocampus
clu_111809_-	4	chr12:123161383-123163014	MPHOSPH9	annotated	0.00355	chr12	DTU	Hippocampus
clu_151542_-	12	chr4:2095933-2170679	POLN	cryptic	0.00356	chr4	DTU	Hippocampus
clu_126776_+	3	chr15:83898005-83899647	ADAMTSL3	cryptic	0.00358	chr15	DTU	Hippocampus
clu_55240_+	5	chr1:155613733-155614062	MSTO1	cryptic	0.00359	chr1	DTU	Hippocampus
clu_60605_-	2	chr19:13105606-13107574	TRMT1	cryptic	0.00359	chr19	DTU	Hippocampus
clu_152163_-	3	chr4:42556040-42574619	ATP8A1	annotated	0.00362	chr4	DTU	Hippocampus
clu_149394_-	5	chr7:74883463-74884144	STAG3L2	cryptic	0.00362	chr7	DTU	Hippocampus
clu_24161_-	7	chr5:75705787-75717306	POC5	annotated	0.00374	chr5	DTU	Hippocampus
clu_15985_+	7	chr18:54269661-54273926	POLI	cryptic	0.00383	chr18	DTU	Hippocampus
clu_64451_+	4	chr22:46289561-46292791	TTC38	annotated	0.00383	chr22	DTU	Hippocampus
clu_114440_+	7	chr19:36116184-36125451	TBCB	annotated	0.00389	chr19	DTU	Hippocampus
clu_44858_+	2	chr12:121177207-121177297	P2RX7	cryptic	0.0039	chr12	DTU	Hippocampus
clu_74881_+	6	chr9:92379859-92611314	CENPP	cryptic	0.00395	chr9	DTU	Hippocampus
clu_70617_-	2	chr20:5575974-5578380	GPCPD1	cryptic	0.004	chr20	DTU	Hippocampus
clu_119476_-	2	chr1:115705292-115717840	CASQ2	cryptic	0.00409	chr1	DTU	Hippocampus
clu_110834_-	7	chr12:81281432-81294835	PPFIA2	cryptic	0.00409	chr12	DTU	Hippocampus
clu_118972_-	5	chr1:89009494-89014083	GBP3	cryptic	0.00412	chr1	DTU	Hippocampus
clu_14151_-	3	chr8:73830472-73878808	UBE2W	annotated	0.00416	chr8	DTU	Hippocampus
clu_121983_-	5	chr1:230954378-230958224	TTC13	cryptic	0.00422	chr1	DTU	Hippocampus
clu_20306_+	3	chr16:2234971-2235081	E4F1	cryptic	0.00424	chr16	DTU	Hippocampus
clu_76360_+	2	chr9:137214691-137214817	NDOR1	cryptic	0.00426	chr9	DTU	Hippocampus
clu_104063_+	3	chr4:17577567-17581760	LAP3	cryptic	0.00436	chr4	DTU	Hippocampus
clu_129068_+	2	chr2:42054307-42054941	PKDCC	cryptic	0.00439	chr2	DTU	Hippocampus
clu_111575_-	2	chr12:118773302-118773611	RP11-357K6.1	cryptic	0.00442	chr12	DTU	Hippocampus
clu_9022_-	2	chr15:28257153-28260777	HERC2	cryptic	0.00446	chr15	DTU	Hippocampus
clu_137229_+	2	chr14:100829749-100831421	MEG3	cryptic	0.00447	chr14	DTU	Hippocampus
clu_30000_-	3	chr16:1772646-1772799	MRPS34	cryptic	0.00447	chr16	DTU	Hippocampus
clu_80207_+	2	chr3:47408490-47408785	PTPN23	cryptic	0.00447	chr3	DTU	Hippocampus
clu_107836_+	6	chr8:66460465-66496437	C8orf46	annotated	0.00455	chr8	DTU	Hippocampus
clu_103599_+	4	chr4:731110-733672	PCGF3	annotated	0.00464	chr4	DTU	Hippocampus
clu_112042_-	7	chr12:130808704-130812957	STX2	cryptic	0.00465	chr12	DTU	Hippocampus
clu_119097_-	2	chr1:94174749-94177612	ARHGAP29	cryptic	0.00469	chr1	DTU	Hippocampus
clu_151894_-	5	chr4:20850667-21303807	KCNIP4	cryptic	0.00469	chr4	DTU	Hippocampus
clu_145518_+	2	chr17:21313537-21314150	MAP2K3	cryptic	0.00476	chr17	DTU	Hippocampus
clu_18701_-	7	chr3:129171508-129183776	CNBP	cryptic	0.00478	chr3	DTU	Hippocampus
clu_14794_-	3	chr8:132572480-132583694	LRRC6	annotated	0.00481	chr8	DTU	Hippocampus
clu_129725_+	5	chr2:74455936-74456148	INO80B	cryptic	0.00487	chr2	DTU	Hippocampus
clu_52237_+	3	chr1:36307285-36307770	SH3D21	annotated	0.0049	chr1	DTU	Hippocampus
clu_116884_-	3	chr1:9755309-9773272	CLSTN1	annotated	0.005	chr1	DTU	Hippocampus
clu_104658_+	3	chr4:75757573-75770439	USO1	annotated	0.00501	chr4	DTU	Hippocampus
clu_28263_+	8	chr20:3209033-3213985	ITPA	annotated	0.00502	chr20	DTU	Hippocampus
clu_125183_+	2	chr15:25076990-25078862	SNHG14	cryptic	0.00512	chr15	DTU	Hippocampus
clu_429_-	2	chrX:34630480-34639247	TMEM47	cryptic	0.00516	chrX	DTU	Hippocampus
clu_25553_-	5	chr5:175918172-175961273	THOC3	cryptic	0.00519	chr5	DTU	Hippocampus
clu_130435_+	4	chr2:108786804-108788852	CCDC138	annotated	0.00526	chr2	DTU	Hippocampus
clu_74968_+	5	chr9:94760580-94792765	C9orf3	cryptic	0.00526	chr9	DTU	Hippocampus
clu_68723_+	4	chr5:96722698-96727489	CAST	annotated	0.00527	chr5	DTU	Hippocampus
clu_135050_-	3	chr6:136261477-136268162	BCLAF1	annotated	0.0053	chr6	DTU	Hippocampus
clu_87585_-	6	chr17:82183932-82188219	CCDC57	cryptic	0.00535	chr17	DTU	Hippocampus
clu_110150_-	2	chr12:53160271-53160763	CSAD	cryptic	0.00538	chr12	DTU	Hippocampus
clu_62228_-	3	chr19:46681748-46689537	PRKD2	annotated	0.0054	chr19	DTU	Hippocampus
clu_115680_+	2	chr19:49884369-49884512	TBC1D17	cryptic	0.00554	chr19	DTU	Hippocampus
clu_6523_-	2	chr11:117229544-117230349	PCSK7	cryptic	0.00561	chr11	DTU	Hippocampus
clu_20134_+	6	chr16:1309271-1314020	UBE2I	annotated	0.00561	chr16	DTU	Hippocampus
clu_130310_+	3	chr2:101867309-101869622	MAP4K4	annotated	0.00561	chr2	DTU	Hippocampus
clu_155565_-	3	chr10:49922419-49932100	PARG	annotated	0.00566	chr10	DTU	Hippocampus
clu_142545_+	3	chr11:130135715-130140398	APLP2	annotated	0.00566	chr11	DTU	Hippocampus
clu_62080_-	9	chr19:44388102-44397199	ZNF285	cryptic	0.00566	chr19	DTU	Hippocampus
clu_19114_-	25	chr3:153927317-154121072	ARHGEF26-AS1	cryptic	0.00568	chr3	DTU	Hippocampus
clu_106742_+	3	chr8:1858115-1859897	ARHGEF10	cryptic	0.00568	chr8	DTU	Hippocampus
clu_46998_-	6	chr2:39768501-39769758	THUMPD2	cryptic	0.00575	chr2	DTU	Hippocampus
clu_15777_+	4	chr18:33607676-33641821	ASXL3	annotated	0.00582	chr18	DTU	Hippocampus
clu_36623_?	3	chr2:97202230-97206063	ANKRD36	cryptic	0.00592	chr2	DTU	Hippocampus
clu_31677_-	4	chr16:69745017-69748951	NOB1	cryptic	0.00594	chr16	DTU	Hippocampus
clu_93264_?	2	chr17:19064042-19190151	.	annotated	0.00597	chr17	DTU	Hippocampus
clu_53510_+	5	chr1:93346865-93353908	DR1	cryptic	0.006	chr1	DTU	Hippocampus
clu_156105_-	4	chr10:79668452-79766271	NUTM2B-AS1	cryptic	0.006	chr10	DTU	Hippocampus
clu_105795_+	16	chr4:176066079-176119867	WDR17	cryptic	0.006	chr4	DTU	Hippocampus
clu_84992_-	4	chr17:17271008-17281132	COPS3	annotated	0.00606	chr17	DTU	Hippocampus
clu_62716_-	3	chr19:52613592-52613761	.	annotated	0.00606	chr19	DTU	Hippocampus
clu_164280_+	2	chr7:45662214-45677869	ADCY1	annotated	0.00606	chr7	DTU	Hippocampus
clu_28444_+	6	chr20:9401590-9407917	PLCB4	cryptic	0.00622	chr20	DTU	Hippocampus
clu_62339_-	13	chr19:48241063-48255792	CARD8	cryptic	0.00637	chr19	DTU	Hippocampus
clu_62054_-	7	chr19:43880136-43883956	ZNF404	cryptic	0.00639	chr19	DTU	Hippocampus
clu_126795_+	6	chr15:84192178-84197224	CSPG4P11	cryptic	0.00643	chr15	DTU	Hippocampus
clu_136747_+	4	chr14:74782325-74802556	YLPM1	cryptic	0.00651	chr14	DTU	Hippocampus
clu_131533_+	3	chr2:189784593-189791790	PMS1	cryptic	0.00651	chr2	DTU	Hippocampus
clu_140964_+	2	chr11:65590592-65591800	EHBP1L1	cryptic	0.00659	chr11	DTU	Hippocampus
clu_128663_+	4	chr2:26432006-26444222	DRC1	cryptic	0.00659	chr2	DTU	Hippocampus
clu_69237_+	9	chr5:136132962-136153592	SMAD5	cryptic	0.00659	chr5	DTU	Hippocampus
clu_47598_-	4	chr2:73058596-73071604	SFXN5	annotated	0.00666	chr2	DTU	Hippocampus
clu_105011_+	2	chr4:105259707-105261759	TET2	cryptic	0.00666	chr4	DTU	Hippocampus
clu_116737_-	2	chr1:6186816-6192947	RPL22	cryptic	0.00668	chr1	DTU	Hippocampus
clu_43602_+	2	chr12:57525115-57526311	MBD6	annotated	0.00668	chr12	DTU	Hippocampus
clu_125283_+	3	chr15:28655420-28655796	HERC2P9	annotated	0.00668	chr15	DTU	Hippocampus
clu_41154_-	2	chr9:115030405-115031553	TNC	cryptic	0.00668	chr9	DTU	Hippocampus
clu_145698_+	3	chr17:30477464-30481143	GOSR1	cryptic	0.00671	chr17	DTU	Hippocampus
clu_81586_+	21	chr3:129315638-129324181	H1FX-AS1	cryptic	0.00672	chr3	DTU	Hippocampus
clu_84368_-	3	chr17:3876422-3880346	CAMKK1	cryptic	0.00675	chr17	DTU	Hippocampus
clu_25001_-	5	chr5:139480898-139482210	TMEM173	cryptic	0.00695	chr5	DTU	Hippocampus
clu_104735_+	13	chr4:80184055-80196352	PRDM8	cryptic	0.00701	chr4	DTU	Hippocampus
clu_101058_+	9	chr6:29657297-29667643	MOG	annotated	0.00702	chr6	DTU	Hippocampus
clu_86763_-	7	chr17:64863018-64892529	LRRC37A3	annotated	0.00712	chr17	DTU	Hippocampus
clu_122113_-	5	chr1:235833667-235883187	LYST	cryptic	0.00714	chr1	DTU	Hippocampus
clu_125273_+	3	chr15:28632807-28633192	HERC2P9	cryptic	0.00714	chr15	DTU	Hippocampus
clu_13130_-	2	chr8:4116448-4116605	.	annotated	0.00717	chr8	DTU	Hippocampus
clu_34978_+	4	chr13:100527752-100539224	PCCA	cryptic	0.00725	chr13	DTU	Hippocampus
clu_31141_-	4	chr16:30760453-30761198	CCDC189	cryptic	0.00725	chr16	DTU	Hippocampus
clu_133370_-	2	chr6:31530926-31531053	DDX39B	annotated	0.00737	chr6	DTU	Hippocampus
clu_51830_+	15	chr1:27872665-27885295	THEMIS2	cryptic	0.00743	chr1	DTU	Hippocampus
clu_109817_-	2	chr12:48337163-48344599	ZNF641	cryptic	0.00745	chr12	DTU	Hippocampus
clu_136226_+	3	chr14:55580354-55612019	KTN1	annotated	0.00745	chr14	DTU	Hippocampus
clu_105932_+	12	chr4:186160681-186211705	.	annotated	0.00745	chr4	DTU	Hippocampus
clu_46718_-	8	chr2:27207790-27211583	SLC5A6	cryptic	0.00746	chr2	DTU	Hippocampus
clu_31780_-	2	chr16:70855275-70857775	HYDIN	cryptic	0.00758	chr16	DTU	Hippocampus
clu_23146_-	13	chr5:1576309-1589247	SDHAP3	cryptic	0.00758	chr5	DTU	Hippocampus
clu_22591_+	4	chr16:83978552-83981030	NECAB2	cryptic	0.00762	chr16	DTU	Hippocampus
clu_67280_+	2	chr5:34686955-34757468	RAI14	annotated	0.00766	chr5	DTU	Hippocampus
clu_151202_-	3	chr7:158081377-158133677	PTPRN2	annotated	0.00766	chr7	DTU	Hippocampus
clu_17902_-	9	chr3:68989017-69004378	EOGT	cryptic	0.00767	chr3	DTU	Hippocampus
clu_17629_-	3	chr3:53877751-53879939	ACTR8	cryptic	0.0078	chr3	DTU	Hippocampus
clu_108206_+	12	chr8:97029494-97143023	CPQ	cryptic	0.00784	chr8	DTU	Hippocampus
clu_40060_-	5	chr9:38569441-38572006	RP11-392E22.9	cryptic	0.00785	chr9	DTU	Hippocampus
clu_126539_+	3	chr15:74896325-74897512	MPI	annotated	0.00794	chr15	DTU	Hippocampus
clu_119678_-	28	chr1:121942044-122094311	.	annotated	0.00802	chr1	DTU	Hippocampus
clu_51579_+	5	chr1:22506241-22508530	ZBTB40	cryptic	0.00802	chr1	DTU	Hippocampus
clu_86863_-	2	chr17:68937002-68940758	ABCA8	cryptic	0.00802	chr17	DTU	Hippocampus
clu_85134_-	7	chr17:19968461-19978352	AKAP10	cryptic	0.00808	chr17	DTU	Hippocampus
clu_73749_+	6	chr9:677009-710804	KANK1	cryptic	0.00808	chr9	DTU	Hippocampus
clu_79043_-	3	chr13:101095680-101100784	NALCN	cryptic	0.00809	chr13	DTU	Hippocampus
clu_85777_-	9	chr17:42111497-42112605	DHX58	cryptic	0.00809	chr17	DTU	Hippocampus
clu_86396_-	5	chr17:51201696-51203791	MBTD1	cryptic	0.00812	chr17	DTU	Hippocampus
clu_56663_+	6	chr1:213104569-213129527	RPS6KC1	cryptic	0.00828	chr1	DTU	Hippocampus
clu_133593_-	17	chr6:36113334-36196037	RP1-179N16.6	cryptic	0.00831	chr6	DTU	Hippocampus
clu_20299_+	4	chr16:2206409-2206555	MLST8	annotated	0.00845	chr16	DTU	Hippocampus
clu_56990_+	2	chr1:230679052-230683574	COG2	cryptic	0.00848	chr1	DTU	Hippocampus
clu_25595_-	2	chr5:176629663-176630280	SNCB	annotated	0.00848	chr5	DTU	Hippocampus
clu_39864_-	5	chr9:33960878-33986760	UBAP2	annotated	0.0085	chr9	DTU	Hippocampus
clu_145333_+	2	chr17:17995111-17997464	DRC3	cryptic	0.00851	chr17	DTU	Hippocampus
clu_3607_-	6	chr22:43069844-43075474	TTLL1	cryptic	0.00863	chr22	DTU	Hippocampus
clu_19710_-	4	chr3:195345317-195381009	ACAP2	annotated	0.00876	chr3	DTU	Hippocampus
clu_52364_+	5	chr1:39743924-39748903	PPIE	annotated	0.00877	chr1	DTU	Hippocampus
clu_124192_+	3	chr10:101031534-101034692	SFXN3	cryptic	0.00879	chr10	DTU	Hippocampus
clu_139480_+	2	chr11:598502-601578	PHRF1	cryptic	0.00883	chr11	DTU	Hippocampus
clu_67894_+	2	chr5:55328811-55340010	SKIV2L2	annotated	0.00886	chr5	DTU	Hippocampus
clu_120493_-	2	chr1:155257334-155257498	SCAMP3	cryptic	0.0089	chr1	DTU	Hippocampus
clu_34714_+	4	chr13:52659249-52662649	SUGT1	cryptic	0.0089	chr13	DTU	Hippocampus
clu_132705_+	3	chr2:238091254-238094420	SCLY	annotated	0.0089	chr2	DTU	Hippocampus
clu_134363_-	2	chr6:89668151-89670919	MDN1	cryptic	0.0089	chr6	DTU	Hippocampus
clu_46762_-	3	chr2:27454099-27454354	IFT172	cryptic	0.00893	chr2	DTU	Hippocampus
clu_53363_+	2	chr1:85110135-85117729	WDR63	cryptic	0.00896	chr1	DTU	Hippocampus
clu_45060_+	5	chr12:123687035-123690533	TCTN2	cryptic	0.00899	chr12	DTU	Hippocampus
clu_131875_+	5	chr2:204546119-204686181	PARD3B	cryptic	0.00899	chr2	DTU	Hippocampus
clu_38495_+	2	chrY:2842242-2844142	RPS4Y1	cryptic	0.00899	chrY	DTU	Hippocampus
clu_39504_-	13	chr9:3395596-3525747	RFX3	cryptic	0.009	chr9	DTU	Hippocampus
clu_72332_-	4	chr14:34713561-34714538	CFL2	annotated	0.00902	chr14	DTU	Hippocampus
clu_145865_+	3	chr17:32202900-32206910	RHOT1	cryptic	0.00941	chr17	DTU	Hippocampus
clu_130652_+	5	chr2:120127851-120146225	EPB41L5	cryptic	0.00959	chr2	DTU	Hippocampus
clu_117824_-	8	chr1:32667256-32694880	SYNC	cryptic	0.00963	chr1	DTU	Hippocampus
clu_4054_-	7	chr11:2979237-2992254	NAP1L4	cryptic	0.00963	chr11	DTU	Hippocampus
clu_42092_+	7	chr12:418636-428769	CCDC77	cryptic	0.00964	chr12	DTU	Hippocampus
clu_47694_-	4	chr2:75701287-75706523	GCFC2	annotated	0.00966	chr2	DTU	Hippocampus
clu_146444_+	4	chr17:44349551-44350462	GRN	annotated	0.00978	chr17	DTU	Hippocampus
clu_130332_+	2	chr2:102339022-102340098	IL1RL1	annotated	0.00978	chr2	DTU	Hippocampus
clu_148989_-	3	chr7:45745048-45747215	SEPT7P2	annotated	0.0098	chr7	DTU	Hippocampus
clu_48022_-	11	chr2:93015170-93095131	.	annotated	0.0101	chr2	DTU	Hippocampus
clu_63090_+	5	chr22:15785057-15788585	DUXAP8	cryptic	0.0101	chr22	DTU	Hippocampus
clu_64395_+	4	chr22:45164296-45168168	NUP50	annotated	0.0101	chr22	DTU	Hippocampus
clu_78562_-	3	chr13:46127723-46134127	LCP1	cryptic	0.0102	chr13	DTU	Hippocampus
clu_76339_+	5	chr9:137107662-137108531	MAN1B1	cryptic	0.0102	chr9	DTU	Hippocampus
clu_1378_-	9	chrX:115844227-115888110	.	annotated	0.0102	chrX	DTU	Hippocampus
clu_57818_+	2	chrX:36138464-36145219	CFAP47	annotated	0.0102	chrX	DTU	Hippocampus
clu_124453_+	5	chr10:112527164-112538246	VTI1A	cryptic	0.0103	chr10	DTU	Hippocampus
clu_46266_-	9	chr2:2897304-2965814	LINC01250	cryptic	0.0103	chr2	DTU	Hippocampus
clu_24994_-	5	chr5:139426357-139439406	DNAJC18	annotated	0.0103	chr5	DTU	Hippocampus
clu_124943_+	2	chr15:21161196-21163948	BMS1P16	cryptic	0.0104	chr15	DTU	Hippocampus
clu_129644_+	3	chr2:71602805-71611245	DYSF	cryptic	0.0104	chr2	DTU	Hippocampus
clu_23469_-	4	chr5:33989502-33998641	AMACR	annotated	0.0104	chr5	DTU	Hippocampus
clu_70303_+	3	chr5:179699049-179705679	CANX	annotated	0.0104	chr5	DTU	Hippocampus
clu_125710_+	3	chr15:43189280-43190325	CCNDBP1	annotated	0.0106	chr15	DTU	Hippocampus
clu_130492_+	3	chr2:112003187-112003904	MERTK	cryptic	0.0106	chr2	DTU	Hippocampus
clu_1758_-	3	chrX:150795486-150831231	CD99L2	annotated	0.0106	chrX	DTU	Hippocampus
clu_120166_-	2	chr1:149914013-149917739	SV2A	cryptic	0.0107	chr1	DTU	Hippocampus
clu_123193_+	4	chr10:50097802-50104042	WASHC2A	cryptic	0.0107	chr10	DTU	Hippocampus
clu_39992_-	16	chr9:35808306-35810637	SPAG8	cryptic	0.0107	chr9	DTU	Hippocampus
clu_7849_?	2	chr9:83970804-83970897	HNRNPK	cryptic	0.0107	chr9	DTU	Hippocampus
clu_110249_-	5	chr12:54581050-54583211	PPP1R1A	annotated	0.0108	chr12	DTU	Hippocampus
clu_10937_-	3	chr15:101654730-101656922	TARSL2	annotated	0.0108	chr15	DTU	Hippocampus
clu_53767_+	5	chr1:109689325-109693206	GSTM1	annotated	0.0109	chr1	DTU	Hippocampus
clu_110649_-	4	chr12:66455561-66462924	GRIP1	annotated	0.0109	chr12	DTU	Hippocampus
clu_45481_?	3	chr13:27253843-27255242	RPL21	annotated	0.0109	chr13	DTU	Hippocampus
clu_147637_+	3	chr17:76561398-76613918	SNHG16	cryptic	0.0109	chr17	DTU	Hippocampus
clu_123399_+	4	chr10:69485215-69495594	TSPAN15	annotated	0.011	chr10	DTU	Hippocampus
clu_111231_-	7	chr12:109561104-109561780	MMAB	cryptic	0.011	chr12	DTU	Hippocampus
clu_78828_-	5	chr13:75530266-75549323	COMMD6	annotated	0.011	chr13	DTU	Hippocampus
clu_147754_+	17	chr17:78232213-78239024	TMEM235	cryptic	0.011	chr17	DTU	Hippocampus
clu_70733_-	3	chr20:17625602-17627348	RRBP1	cryptic	0.011	chr20	DTU	Hippocampus
clu_133620_-	3	chr6:36968968-36970039	MTCH1	cryptic	0.011	chr6	DTU	Hippocampus
clu_150861_-	2	chr7:140527437-140544618	DENND2A	annotated	0.0112	chr7	DTU	Hippocampus
clu_141364_+	19	chr11:71474526-71478399	NADSYN1	cryptic	0.0113	chr11	DTU	Hippocampus
clu_142561_+	6	chr11:132314703-132335046	NTM	annotated	0.0113	chr11	DTU	Hippocampus
clu_164822_+	2	chr7:73195698-73195879	GTF2IP4	cryptic	0.0113	chr7	DTU	Hippocampus
