"","module"
"ENSG00000154721.14","brown"
"ENSG00000154723.12","salmon"
"ENSG00000154727.10","green"
"ENSG00000142192.20","brown"
"ENSG00000251972.1","greenyellow"
"ENSG00000273492.5","blue"
"ENSG00000232692.1","blue"
"ENSG00000197934.8","blue"
"ENSG00000166265.11","grey"
"ENSG00000154734.14","turquoise"
"ENSG00000154736.5","brown"
"ENSG00000234083.1","turquoise"
"ENSG00000178457.3","turquoise"
"ENSG00000232079.6","turquoise"
"ENSG00000236532.5","grey"
"ENSG00000232855.6","turquoise"
"ENSG00000156239.11","salmon"
"ENSG00000198862.13","green"
"ENSG00000176054.6","pink"
"ENSG00000156253.6","turquoise"
"ENSG00000156256.14","turquoise"
"ENSG00000156261.12","green"
"ENSG00000231125.2","grey"
"ENSG00000156265.15","grey"
"ENSG00000156273.15","brown"
"ENSG00000171189.17","white"
"ENSG00000228941.1","green"
"ENSG00000156299.13","turquoise"
"ENSG00000142168.14","tan"
"ENSG00000238390.1","grey"
"ENSG00000273271.1","darkolivegreen"
"ENSG00000156304.14","yellow"
"ENSG00000273091.1","yellow"
"ENSG00000142149.8","blue"
"ENSG00000230323.5","blue"
"ENSG00000261610.1","blue"
"ENSG00000159055.3","blue"
"ENSG00000227256.1","grey"
"ENSG00000232623.1","blue"
"ENSG00000142207.6","black"
"ENSG00000200792.1","green"
"ENSG00000256073.3","yellow"
"ENSG00000166979.12","yellow"
"ENSG00000186842.4","blue"
"ENSG00000242220.6","blue"
"ENSG00000159079.18","black"
"ENSG00000159082.17","steelblue"
"ENSG00000238197.5","magenta"
"ENSG00000159086.14","green"
"ENSG00000205930.8","blue"
"ENSG00000205927.4","green"
"ENSG00000184221.12","tan"
"ENSG00000159110.19","blue"
"ENSG00000243646.9","purple"
"ENSG00000142166.12","turquoise"
"ENSG00000159128.14","green"
"ENSG00000142188.16","green"
"ENSG00000177692.11","salmon"
"ENSG00000159131.16","turquoise"
"ENSG00000159140.18","yellow"
"ENSG00000159147.17","brown"
"ENSG00000205758.11","turquoise"
"ENSG00000205726.14","turquoise"
"ENSG00000241837.6","green"
"ENSG00000237945.7","magenta"
"ENSG00000243927.5","grey"
"ENSG00000198743.6","blue"
"ENSG00000227456.7","brown"
"ENSG00000205670.10","grey"
"ENSG00000180509.11","black"
"ENSG00000159200.17","turquoise"
"ENSG00000159216.18","grey60"
"ENSG00000185917.13","black"
"ENSG00000159228.12","grey"
"ENSG00000226054.2","red"
"ENSG00000236830.6","pink"
"ENSG00000142197.12","turquoise"
"ENSG00000159256.12","greenyellow"
"ENSG00000228107.1","blue"
"ENSG00000159259.7","brown"
"ENSG00000159267.14","red"
"ENSG00000237646.1","greenyellow"
"ENSG00000224790.2","grey"
"ENSG00000185808.13","blue"
"ENSG00000182670.13","turquoise"
"ENSG00000270116.1","yellow"
"ENSG00000230366.9","blue"
"ENSG00000242553.1","greenyellow"
"ENSG00000157538.13","turquoise"
"ENSG00000157540.19","turquoise"
"ENSG00000157542.9","turquoise"
"ENSG00000233213.1","turquoise"
"ENSG00000157554.18","yellow"
"ENSG00000157557.11","green"
"ENSG00000205622.9","turquoise"
"ENSG00000232837.1","blue"
"ENSG00000235888.1","blue"
"ENSG00000237721.1","blue"
"ENSG00000237609.1","blue"
"ENSG00000235701.1","turquoise"
"ENSG00000183527.11","turquoise"
"ENSG00000185658.13","lightgreen"
"ENSG00000272991.1","turquoise"
"ENSG00000237373.1","yellow"
"ENSG00000229623.1","green"
"ENSG00000255568.3","blue"
"ENSG00000238141.2","blue"
"ENSG00000205581.10","grey"
"ENSG00000182093.14","turquoise"
"ENSG00000157578.13","skyblue"
"ENSG00000185437.13","grey"
"ENSG00000235012.1","blue"
"ENSG00000183778.17","grey"
"ENSG00000184809.12","turquoise"
"ENSG00000225330.1","grey"
"ENSG00000231713.2","grey"
"ENSG00000183067.5","blue"
"ENSG00000183036.10","turquoise"
"ENSG00000171587.14","turquoise"
"ENSG00000233756.5","turquoise"
"ENSG00000182240.15","brown"
"ENSG00000183486.12","magenta"
"ENSG00000157601.13","magenta"
"ENSG00000141956.13","purple"
"ENSG00000227698.1","blue"
"ENSG00000157617.16","brown"
"ENSG00000173276.13","brown"
"ENSG00000177398.18","brown"
"ENSG00000184385.2","brown"
"ENSG00000160179.18","brown"
"ENSG00000160188.9","brown"
"ENSG00000160190.13","greenyellow"
"ENSG00000160191.17","turquoise"
"ENSG00000225218.1","grey"
"ENSG00000160193.11","blue"
"ENSG00000160194.17","blue"
"ENSG00000160199.14","blue"
"ENSG00000160200.17","yellow"
"ENSG00000160201.11","green"
"ENSG00000160207.8","yellow"
"ENSG00000160208.12","salmon"
"ENSG00000160209.18","blue"
"ENSG00000160213.5","grey"
"ENSG00000160214.12","purple"
"ENSG00000160216.18","midnightblue"
"ENSG00000160218.12","turquoise"
"ENSG00000241945.7","pink"
"ENSG00000160221.16","grey"
"ENSG00000141959.16","pink"
"ENSG00000160226.15","purple"
"ENSG00000184441.4","blue"
"ENSG00000142185.16","purple"
"ENSG00000184787.18","blue"
"ENSG00000184900.15","yellow"
"ENSG00000183255.11","turquoise"
"ENSG00000160255.17","grey60"
"ENSG00000183250.11","turquoise"
"ENSG00000160256.12","purple"
"ENSG00000276529.1","purple"
"ENSG00000235374.2","purple"
"ENSG00000197381.15","turquoise"
"ENSG00000186866.16","black"
"ENSG00000215447.7","blue"
"ENSG00000223768.1","blue"
"ENSG00000182871.14","blue"
"ENSG00000173638.18","turquoise"
"ENSG00000233922.2","brown"
"ENSG00000183570.16","turquoise"
"ENSG00000276633.1","turquoise"
"ENSG00000280604.1","turquoise"
"ENSG00000142156.14","turquoise"
"ENSG00000142173.14","turquoise"
"ENSG00000160282.13","blue"
"ENSG00000160284.14","blue"
"ENSG00000160285.14","turquoise"
"ENSG00000215424.9","brown"
"ENSG00000160294.10","black"
"ENSG00000239415.1","blue"
"ENSG00000182362.13","turquoise"
"ENSG00000160298.17","blue"
"ENSG00000160299.16","magenta"
"ENSG00000160305.17","turquoise"
"ENSG00000223692.1","grey"
"ENSG00000160307.9","tan"
"ENSG00000160310.16","greenyellow"
"ENSG00000283023.1","grey"
"ENSG00000206195.10","turquoise"
"ENSG00000239435.2","turquoise"
"ENSG00000100181.22","grey"
"ENSG00000249288.1","turquoise"
"ENSG00000189295.13","turquoise"
"ENSG00000259271.1","turquoise"
"ENSG00000241717.1","turquoise"
"ENSG00000237438.7","brown"
"ENSG00000273203.1","brown"
"ENSG00000273442.1","brown"
"ENSG00000177663.13","orange"
"ENSG00000183307.3","turquoise"
"ENSG00000235478.4","turquoise"
"ENSG00000069998.12","black"
"ENSG00000185837.3","grey"
"ENSG00000093072.15","brown"
"ENSG00000099954.18","turquoise"
"ENSG00000229492.1","lightyellow"
"ENSG00000182902.13","tan"
"ENSG00000236754.5","blue"
"ENSG00000131100.12","darkred"
"ENSG00000099968.17","skyblue"
"ENSG00000015475.18","turquoise"
"ENSG00000243156.7","greenyellow"
"ENSG00000093100.13","pink"
"ENSG00000207780.1","blue"
"ENSG00000235445.1","blue"
"ENSG00000234913.1","blue"
"ENSG00000225335.3","blue"
"ENSG00000215193.12","cyan"
"ENSG00000183785.14","grey"
"ENSG00000280007.1","greenyellow"
"ENSG00000184979.9","turquoise"
"ENSG00000278558.4","purple"
"ENSG00000274602.4","brown"
"ENSG00000183628.12","blue"
"ENSG00000100033.16","tan"
"ENSG00000237517.9","greenyellow"
"ENSG00000283406.1","pink"
"ENSG00000283366.1","greenyellow"
"ENSG00000273032.1","greenyellow"
"ENSG00000273164.1","greenyellow"
"ENSG00000070413.19","lightcyan"
"ENSG00000273311.1","pink"
"ENSG00000281530.1","pink"
"ENSG00000100056.11","blue"
"ENSG00000260924.2","greenyellow"
"ENSG00000100075.9","brown"
"ENSG00000070371.15","brown"
"ENSG00000100084.14","turquoise"
"ENSG00000242259.8","blue"
"ENSG00000185608.8","green"
"ENSG00000185065.6","blue"
"ENSG00000070010.18","turquoise"
"ENSG00000184113.9","green"
"ENSG00000184702.17","midnightblue"
"ENSG00000185838.13","blue"
"ENSG00000235776.2","yellow"
"ENSG00000215012.8","pink"
"ENSG00000184470.20","blue"
"ENSG00000093010.12","purple"
"ENSG00000099889.13","pink"
"ENSG00000183597.15","purple"
"ENSG00000128191.14","blue"
"ENSG00000099899.14","purple"
"ENSG00000099901.16","magenta"
"ENSG00000099904.15","purple"
"ENSG00000040608.13","darkgreen"
"ENSG00000128185.9","brown"
"ENSG00000273343.1","blue"
"ENSG00000273139.1","blue"
"ENSG00000185252.18","pink"
"ENSG00000244486.8","black"
"ENSG00000099910.16","black"
"ENSG00000255156.1","blue"
"ENSG00000242876.3","blue"
"ENSG00000236670.1","blue"
"ENSG00000099917.17","pink"
"ENSG00000223553.6","brown"
"ENSG00000229107.2","brown"
"ENSG00000226287.8","purple"
"ENSG00000241973.10","black"
"ENSG00000099937.10","greenyellow"
"ENSG00000099940.11","brown"
"ENSG00000099942.12","brown"
"ENSG00000183773.15","tan"
"ENSG00000099949.18","blue"
"ENSG00000184436.11","yellow"
"ENSG00000230513.1","brown"
"ENSG00000161149.11","blue"
"ENSG00000099957.16","blue"
"ENSG00000099960.12","black"
"ENSG00000206145.8","blue"
"ENSG00000187905.10","blue"
"ENSG00000169635.9","greenyellow"
"ENSG00000206140.10","pink"
"ENSG00000183506.16","blue"
"ENSG00000185651.14","grey"
"ENSG00000161179.13","darkgreen"
"ENSG00000161180.10","purple"
"ENSG00000128228.4","blue"
"ENSG00000100023.18","pink"
"ENSG00000100027.14","brown"
"ENSG00000244671.3","blue"
"ENSG00000100030.14","yellow"
"ENSG00000225544.1","red"
"ENSG00000100034.13","blue"
"ENSG00000224086.5","grey"
"ENSG00000100038.19","blue"
"ENSG00000274422.1","blue"
"ENSG00000272779.1","grey"
"ENSG00000236850.4","grey"
"ENSG00000211643.2","grey"
"ENSG00000211644.2","blue"
"ENSG00000211645.2","blue"
"ENSG00000225724.1","grey"
"ENSG00000275004.3","grey"
"ENSG00000100218.11","brown"
"ENSG00000128266.8","turquoise"
"ENSG00000283438.1","blue"
"ENSG00000100228.12","lightcyan"
"ENSG00000186716.19","greenyellow"
"ENSG00000230701.2","pink"
"ENSG00000236611.1","blue"
"ENSG00000215478.8","brown"
"ENSG00000133519.12","brown"
"ENSG00000272733.1","blue"
"ENSG00000189269.12","blue"
"ENSG00000211683.3","blue"
"ENSG00000228315.11","black"
"ENSG00000234353.2","purple"
"ENSG00000244723.3","purple"
"ENSG00000272578.5","black"
"ENSG00000187792.4","salmon"
"ENSG00000250479.8","brown"
"ENSG00000099956.18","lightcyan"
"ENSG00000099958.14","pink"
"ENSG00000272973.1","blue"
"ENSG00000133460.19","pink"
"ENSG00000240972.1","darkgreen"
"ENSG00000273295.1","grey"
"ENSG00000133433.10","red"
"ENSG00000099977.13","darkred"
"ENSG00000099991.17","black"
"ENSG00000232545.1","black"
"ENSG00000099994.10","blue"
"ENSG00000099998.17","yellow"
"ENSG00000100014.19","blue"
"ENSG00000128271.21","blue"
"ENSG00000100024.14","brown"
"ENSG00000138867.16","green"
"ENSG00000100028.11","brown"
"ENSG00000100031.18","blue"
"ENSG00000178026.12","purple"
"ENSG00000215481.8","blue"
"ENSG00000167037.18","brown"
"ENSG00000197077.13","turquoise"
"ENSG00000203280.4","blue"
"ENSG00000100053.9","blue"
"ENSG00000230637.2","turquoise"
"ENSG00000231466.2","grey"
"ENSG00000100068.11","purple"
"ENSG00000272942.1","blue"
"ENSG00000100058.12","grey"
"ENSG00000272977.1","grey"
"ENSG00000100077.14","red"
"ENSG00000224003.1","purple"
"ENSG00000133454.15","brown"
"ENSG00000229770.1","grey"
"ENSG00000100095.18","royalblue"
"ENSG00000128203.6","greenyellow"
"ENSG00000100099.20","pink"
"ENSG00000100104.13","grey"
"ENSG00000100109.16","magenta"
"ENSG00000261188.1","green"
"ENSG00000128294.15","grey"
"ENSG00000213707.2","purple"
"ENSG00000225783.6","greenyellow"
"ENSG00000244625.5","turquoise"
"ENSG00000223704.1","turquoise"
"ENSG00000235271.5","grey"
"ENSG00000279440.1","yellow"
"ENSG00000169184.5","turquoise"
"ENSG00000180957.17","steelblue"
"ENSG00000235954.6","blue"
"ENSG00000100154.14","brown"
"ENSG00000239249.3","grey"
"ENSG00000201209.1","grey"
"ENSG00000183765.20","blue"
"ENSG00000100209.9","blue"
"ENSG00000159873.9","blue"
"ENSG00000100219.16","brown"
"ENSG00000226471.6","blue"
"ENSG00000272858.1","blue"
"ENSG00000183579.15","yellow"
"ENSG00000235786.1","pink"
"ENSG00000183762.12","midnightblue"
"ENSG00000186998.15","midnightblue"
"ENSG00000100263.13","purple"
"ENSG00000182944.17","grey60"
"ENSG00000185340.15","midnightblue"
"ENSG00000100276.9","brown"
"ENSG00000100280.16","midnightblue"
"ENSG00000225465.8","green"
"ENSG00000100285.9","grey"
"ENSG00000100296.13","brown"
"ENSG00000184117.11","purple"
"ENSG00000186575.17","turquoise"
"ENSG00000233010.1","blue"
"ENSG00000100314.3","turquoise"
"ENSG00000100319.12","turquoise"
"ENSG00000184076.13","red"
"ENSG00000100325.14","cyan"
"ENSG00000100330.15","darkorange"
"ENSG00000279159.1","turquoise"
"ENSG00000279699.1","blue"
"ENSG00000239282.7","turquoise"
"ENSG00000099992.15","purple"
"ENSG00000099995.18","darkorange"
"ENSG00000187860.10","pink"
"ENSG00000099999.14","pink"
"ENSG00000100003.17","brown"
"ENSG00000273350.1","greenyellow"
"ENSG00000222915.1","grey"
"ENSG00000225774.2","green"
"ENSG00000128242.12","blue"
"ENSG00000100029.17","grey"
"ENSG00000185339.8","turquoise"
"ENSG00000100036.12","pink"
"ENSG00000167065.13","blue"
"ENSG00000250318.1","greenyellow"
"ENSG00000184792.15","pink"
"ENSG00000237977.1","blue"
"ENSG00000235989.3","yellow"
"ENSG00000133422.12","turquoise"
"ENSG00000253352.8","green"
"ENSG00000183963.18","yellow"
"ENSG00000198832.10","turquoise"
"ENSG00000185133.13","turquoise"
"ENSG00000138942.15","green"
"ENSG00000182541.17","yellow"
"ENSG00000100100.12","yellow"
"ENSG00000100105.17","green"
"ENSG00000213888.3","black"
"ENSG00000185721.11","magenta"
"ENSG00000184708.17","cyan"
"ENSG00000198089.14","pink"
"ENSG00000241878.10","brown"
"ENSG00000183530.13","salmon"
"ENSG00000100150.16","pink"
"ENSG00000242251.3","blue"
"ENSG00000128254.12","greenyellow"
"ENSG00000128245.14","brown"
"ENSG00000128253.13","brown"
"ENSG00000242082.1","yellow"
"ENSG00000100191.5","magenta"
"ENSG00000214076.3","turquoise"
"ENSG00000224050.1","yellow"
"ENSG00000273325.1","yellow"
"ENSG00000234626.1","magenta"
"ENSG00000205853.10","blue"
"ENSG00000100220.11","turquoise"
"ENSG00000100225.17","yellow"
"ENSG00000185666.14","brown"
"ENSG00000100234.11","yellow"
"ENSG00000133424.20","magenta"
"ENSG00000266012.1","turquoise"
"ENSG00000232081.1","grey"
"ENSG00000234891.1","blue"
"ENSG00000237316.1","blue"
"ENSG00000227895.5","blue"
"ENSG00000100281.13","yellow"
"ENSG00000100284.20","lightcyan"
"ENSG00000100292.16","orange"
"ENSG00000100297.15","grey"
"ENSG00000100302.6","pink"
"ENSG00000221963.5","magenta"
"ENSG00000100320.22","royalblue"
"ENSG00000237406.1","grey"
"ENSG00000128284.19","blue"
"ENSG00000128335.13","blue"
"ENSG00000100345.20","black"
"ENSG00000100348.9","green"
"ENSG00000100350.14","black"
"ENSG00000100353.17","grey"
"ENSG00000261675.1","black"
"ENSG00000166862.6","black"
"ENSG00000234688.1","greenyellow"
"ENSG00000100360.14","brown"
"ENSG00000128311.13","tan"
"ENSG00000128309.16","blue"
"ENSG00000100379.17","midnightblue"
"ENSG00000133466.13","blue"
"ENSG00000278195.1","blue"
"ENSG00000100055.20","grey60"
"ENSG00000243902.6","pink"
"ENSG00000237862.1","brown"
"ENSG00000166897.14","pink"
"ENSG00000100060.17","brown"
"ENSG00000100065.14","brown"
"ENSG00000128283.6","magenta"
"ENSG00000100083.18","purple"
"ENSG00000100092.20","brown"
"ENSG00000241360.1","darkgreen"
"ENSG00000100097.11","tan"
"ENSG00000273899.4","blue"
"ENSG00000100106.19","brown"
"ENSG00000189060.5","magenta"
"ENSG00000100116.16","brown"
"ENSG00000100124.13","skyblue"
"ENSG00000100129.17","green"
"ENSG00000279738.1","blue"
"ENSG00000100139.13","turquoise"
"ENSG00000278948.1","grey"
"ENSG00000128346.10","greenyellow"
"ENSG00000279010.2","blue"
"ENSG00000100142.14","turquoise"
"ENSG00000100146.16","turquoise"
"ENSG00000100151.15","black"
"ENSG00000128298.16","blue"
"ENSG00000272720.1","pink"
"ENSG00000184381.18","blue"
"ENSG00000185022.11","violet"
"ENSG00000198792.12","black"
"ENSG00000213923.10","purple"
"ENSG00000244627.5","blue"
"ENSG00000229955.1","grey"
"ENSG00000168135.4","turquoise"
"ENSG00000100196.10","turquoise"
"ENSG00000100201.19","yellow"
"ENSG00000184949.15","blue"
"ENSG00000100211.10","lightcyan"
"ENSG00000228274.3","turquoise"
"ENSG00000100216.5","green"
"ENSG00000100221.10","lightyellow"
"ENSG00000100226.15","magenta"
"ENSG00000100242.15","turquoise"
"ENSG00000273096.1","blue"
"ENSG00000100246.12","turquoise"
"ENSG00000221890.2","darkorange"
"ENSG00000183741.11","midnightblue"
"ENSG00000100307.12","darkgrey"
"ENSG00000100311.16","brown"
"ENSG00000100316.15","cyan"
"ENSG00000100321.14","darkmagenta"
"ENSG00000280216.1","pink"
"ENSG00000100324.13","pink"
"ENSG00000128268.11","pink"
"ENSG00000100335.13","darkorange"
"ENSG00000128272.14","yellow"
"ENSG00000187051.8","salmon"
"ENSG00000100346.17","purple"
"ENSG00000100351.16","turquoise"
"ENSG00000133477.16","turquoise"
"ENSG00000100354.20","greenyellow"
"ENSG00000239900.12","blue"
"ENSG00000100359.20","purple"
"ENSG00000196588.14","magenta"
"ENSG00000230071.2","greenyellow"
"ENSG00000128285.4","grey"
"ENSG00000100372.14","turquoise"
"ENSG00000230769.1","grey"
"ENSG00000100380.13","tan"
"ENSG00000196236.12","blue"
"ENSG00000100387.8","magenta"
"ENSG00000100393.11","cyan"
"ENSG00000100395.14","purple"
"ENSG00000100399.15","blue"
"ENSG00000100401.19","blue"
"ENSG00000100403.11","midnightblue"
"ENSG00000167074.14","green"
"ENSG00000183864.4","blue"
"ENSG00000100410.7","green"
"ENSG00000100412.15","brown"
"ENSG00000100413.16","purple"
"ENSG00000172346.14","turquoise"
"ENSG00000100417.11","blue"
"ENSG00000100418.7","yellow"
"ENSG00000196419.12","darkred"
"ENSG00000100138.13","cyan"
"ENSG00000184208.10","blue"
"ENSG00000167077.12","black"
"ENSG00000100147.13","turquoise"
"ENSG00000184068.2","greenyellow"
"ENSG00000198911.11","black"
"ENSG00000234965.2","turquoise"
"ENSG00000159958.5","turquoise"
"ENSG00000205704.6","greenyellow"
"ENSG00000100167.19","turquoise"
"ENSG00000183066.14","brown"
"ENSG00000198951.11","blue"
"ENSG00000183172.8","turquoise"
"ENSG00000184983.9","tan"
"ENSG00000270083.1","grey"
"ENSG00000237037.9","blue"
"ENSG00000213790.2","turquoise"
"ENSG00000100197.20","purple"
"ENSG00000227370.1","grey"
"ENSG00000232710.1","purple"
"ENSG00000281538.1","pink"
"ENSG00000205702.10","purple"
"ENSG00000226450.2","purple"
"ENSG00000100207.18","blue"
"ENSG00000229891.1","pink"
"ENSG00000235568.6","orange"
"ENSG00000189306.10","blue"
"ENSG00000182841.12","purple"
"ENSG00000202058.1","grey"
"ENSG00000100227.17","cyan"
"ENSG00000100243.20","magenta"
"ENSG00000234009.1","grey"
"ENSG00000242247.10","yellow"
"ENSG00000100266.18","turquoise"
"ENSG00000226989.1","blue"
"ENSG00000100271.16","turquoise"
"ENSG00000100294.12","darkorange"
"ENSG00000100300.17","brown"
"ENSG00000100304.12","turquoise"
"ENSG00000186732.13","brown"
"ENSG00000186976.14","turquoise"
"ENSG00000233157.1","turquoise"
"ENSG00000261251.1","blue"
"ENSG00000130540.13","steelblue"
"ENSG00000100344.10","black"
"ENSG00000100347.14","black"
"ENSG00000188677.14","magenta"
"ENSG00000279175.1","black"
"ENSG00000280434.1","magenta"
"ENSG00000138964.16","turquoise"
"ENSG00000138944.7","turquoise"
"ENSG00000188636.3","darkmagenta"
"ENSG00000186654.20","purple"
"ENSG00000056487.15","grey"
"ENSG00000230922.1","red"
"ENSG00000226328.6","grey"
"ENSG00000273243.1","blue"
"ENSG00000093000.18","green"
"ENSG00000100364.18","turquoise"
"ENSG00000221598.3","blue"
"ENSG00000273287.2","greenyellow"
"ENSG00000100376.11","greenyellow"
"ENSG00000128408.8","blue"
"ENSG00000077942.18","tan"
"ENSG00000280383.1","grey"
"ENSG00000130638.15","yellow"
"ENSG00000264160.1","grey"
"ENSG00000279954.1","grey"
"ENSG00000188064.9","green"
"ENSG00000231711.2","grey"
"ENSG00000241990.5","blue"
"ENSG00000197182.13","blue"
"ENSG00000235159.1","greenyellow"
"ENSG00000266533.1","blue"
"ENSG00000186951.16","turquoise"
"ENSG00000280384.1","turquoise"
"ENSG00000205643.10","pink"
"ENSG00000075234.16","turquoise"
"ENSG00000100416.12","darkgrey"
"ENSG00000075240.16","purple"
"ENSG00000100422.13","turquoise"
"ENSG00000260708.1","grey"
"ENSG00000054611.13","darkgrey"
"ENSG00000280312.1","pink"
"ENSG00000224715.1","magenta"
"ENSG00000219438.8","darkgreen"
"ENSG00000205632.3","magenta"
"ENSG00000100425.18","pink"
"ENSG00000100426.6","black"
"ENSG00000182858.13","blue"
"ENSG00000184164.14","purple"
"ENSG00000198355.4","black"
"ENSG00000100427.15","tan"
"ENSG00000073146.15","brown"
"ENSG00000073150.13","purple"
"ENSG00000170638.9","purple"
"ENSG00000273188.1","brown"
"ENSG00000273253.2","black"
"ENSG00000073169.13","purple"
"ENSG00000128159.11","pink"
"ENSG00000100429.17","blue"
"ENSG00000188130.13","pink"
"ENSG00000185386.14","pink"
"ENSG00000196576.14","pink"
"ENSG00000205593.11","pink"
"ENSG00000100239.15","midnightblue"
"ENSG00000100241.20","black"
"ENSG00000100258.17","pink"
"ENSG00000025770.18","brown"
"ENSG00000130489.13","turquoise"
"ENSG00000272821.1","greenyellow"
"ENSG00000205560.12","blue"
"ENSG00000254413.8","brown"
"ENSG00000100288.19","blue"
"ENSG00000205559.3","blue"
"ENSG00000008735.13","lightcyan"
"ENSG00000100299.17","purple"
"ENSG00000251322.7","black"
"ENSG00000184319.15","blue"
